姓名,身份证号,学号,专业班级,C1,C2,C3,C4,C5
庄桂花,520625XXXXXXXX6207,2023217342,法学23-3班,84,44,62,95,C-
陈宁,511301XXXXXXXX0718,2023217343,化工23-2班,72,59,41,64,C-
白龙,513327XXXXXXXX258X,2023217344,计算机23-3班,72,32,19,99,D+
王桂香,350721XXXXXXXX3602,2023217345,新能源23-3班,95,29,60,73,C+
陈晨,230207XXXXXXXX4833,2023217346,新能源23-2班,99,63,85,49,E
毛超,431103XXXXXXXX9668,2023217347,英语23-1班,99,45,63,95,E
董金凤,320623XXXXXXXX6204,2023217348,土木工程23-3班,88,40,71,68,C-
佘秀华,540126XXXXXXXX3966,2023217349,机械工程23-1班,81,38,67,54,A-
姚婷婷,640500XXXXXXXX1487,2023217350,机械工程23-3班,66,63,28,35,C-
杨璐,610600XXXXXXXX1775,2023217351,机械工程23-2班,49,74,55,84,B-
马涛,330901XXXXXXXX016X,2023217352,食品23-3班,54,55,17,73,A
李建平,331001XXXXXXXX9431,2023217353,自动化23-1班,87,89,53,58,D+
左杨,430682XXXXXXXX1056,2023217354,化工23-2班,78,73,42,52,D-
任博,341323XXXXXXXX9814,2023217355,化工23-3班,66,61,100,61,B-
毛秀梅,654024XXXXXXXX1670,2023217356,物流管理23-3班,45,44,42,77,B-
刘想,110111XXXXXXXX6890,2023217357,新媒体23-2班,45,26,78,96,C-
刘燕,520526XXXXXXXX7855,2023217358,物流管理23-2班,62,38,26,56,D
韩云,361026XXXXXXXX7448,2023217359,城市地下空间23-1班,82,40,43,92,D
马婷婷,530629XXXXXXXX7169,2023217360,经济23-3班,83,68,67,99,D-
王丽丽,350825XXXXXXXX4383,2023217361,土木工程23-3班,99,92,94,73,C
陈军,350111XXXXXXXX5885,2023217362,化工23-2班,75,35,46,85,B
刘兵,210781XXXXXXXX1968,2023217363,机械工程23-2班,93,88,24,43,A+
姬俊,652701XXXXXXXX2747,2023217364,计算机23-2班,97,43,20,94,D+
王楠,420582XXXXXXXX8611,2023217365,新能源23-2班,69,32,40,86,A
陈帆,420112XXXXXXXX5895,2023217366,机械工程23-1班,73,92,77,78,C-
吴秀兰,450123XXXXXXXX1442,2023217367,土木工程23-2班,62,92,60,72,D
沈凯,360622XXXXXXXX3533,2023217368,城市地下空间23-1班,69,68,60,99,D+
孟文,140601XXXXXXXX4693,2023217369,电信科23-1班,45,59,52,68,B+
朱想,654022XXXXXXXX9822,2023217370,土木工程23-2班,71,98,91,51,C
李桂香,530424XXXXXXXX7595,2023217371,城市地下空间23-3班,63,77,38,89,A+
黄秀荣,320706XXXXXXXX2012,2023217372,广告23-1班,97,85,43,99,C-
陈楠,350724XXXXXXXX6026,2023217373,新能源23-2班,55,67,21,85,A-
孙婷,140828XXXXXXXX6042,2023217374,新媒体23-2班,84,71,23,93,B+
胡佳,370103XXXXXXXX8056,2023217375,化工23-1班,48,68,52,44,E
张璐,410300XXXXXXXX0758,2023217376,自动化23-2班,59,53,45,70,B
冯龙,510522XXXXXXXX4106,2023217377,城市地下空间23-1班,61,37,55,41,E
刘秀华,420902XXXXXXXX9140,2023217378,城市地下空间23-3班,90,44,79,47,C+
董鹏,542430XXXXXXXX7011,2023217379,食品23-1班,63,53,77,62,C+
王玉兰,321200XXXXXXXX0060,2023217380,新能源23-3班,60,76,55,41,B-
曹博,140930XXXXXXXX083X,2023217381,新媒体23-2班,52,96,48,70,B+
雷雪,340824XXXXXXXX1438,2023217382,自动化23-1班,56,84,30,43,D
王桂英,445202XXXXXXXX0449,2023217383,经济23-1班,64,42,79,68,D+
杨宇,360323XXXXXXXX4036,2023217384,自动化23-1班,51,39,31,47,D
高燕,610102XXXXXXXX0455,2023217385,英语23-2班,98,89,89,41,B+
李琴,140226XXXXXXXX8396,2023217386,物流管理23-2班,78,86,53,64,D-
罗畅,222426XXXXXXXX8614,2023217387,自动化23-3班,94,58,43,90,C-
欧秀芳,330327XXXXXXXX5971,2023217388,新媒体23-3班,77,33,37,77,C
曹强,542224XXXXXXXX8005,2023217389,新能源23-3班,62,99,71,58,D
徐帆,542627XXXXXXXX6172,2023217390,土木工程23-2班,74,37,52,58,B
张峰,510000XXXXXXXX1365,2023217391,环境23-3班,54,67,30,82,A
王凤兰,440701XXXXXXXX1623,2023217392,化工23-3班,49,89,79,73,B+
董秀荣,360681XXXXXXXX5248,2023217393,法学23-2班,45,28,51,78,D-
张成,150801XXXXXXXX0010,2023217394,化工23-2班,97,94,31,35,A
汪淑华,610430XXXXXXXX8647,2023217395,化工23-3班,78,58,34,47,B-
高小红,110100XXXXXXXX9288,2023217396,计算机23-1班,71,42,49,91,B+
许燕,360600XXXXXXXX1514,2023217397,化工23-2班,48,93,18,89,D
王玉华,530828XXXXXXXX8937,2023217398,广告23-2班,53,41,27,98,A+
张凤兰,441481XXXXXXXX0908,2023217399,土木工程23-2班,99,66,43,67,A
曹伟,140721XXXXXXXX6311,2023217400,机械工程23-3班,80,79,79,57,C-
杨杰,520523XXXXXXXX5791,2023217401,机械工程23-2班,89,32,85,50,A+
江丹,222405XXXXXXXX8469,2023217402,英语23-1班,88,79,48,46,B+
廖玉英,431230XXXXXXXX9509,2023217403,土木工程23-2班,61,86,28,74,A+
詹晶,620321XXXXXXXX516X,2023217404,城市地下空间23-3班,98,57,60,46,D-
谢畅,150981XXXXXXXX1424,2023217405,城市地下空间23-3班,85,62,92,48,A+
陈建军,411622XXXXXXXX1570,2023217406,城市地下空间23-2班,71,51,59,44,C+
陈梅,150924XXXXXXXX2483,2023217407,化工23-2班,88,71,86,98,B
李秀荣,370303XXXXXXXX3496,2023217408,环境23-1班,65,64,99,52,B
李辉,441401XXXXXXXX3886,2023217409,法学23-2班,65,27,84,61,C
陈梅,150601XXXXXXXX3774,2023217410,土木工程23-1班,86,99,61,57,B+
周静,450101XXXXXXXX0613,2023217411,环境23-1班,47,99,62,86,B
王秀华,511723XXXXXXXX7862,2023217412,自动化23-3班,58,55,23,83,C
谢成,530900XXXXXXXX3729,2023217413,机械工程23-1班,48,57,80,93,D-
朱芳,542226XXXXXXXX0337,2023217414,英语23-3班,45,82,59,35,C
韩龙,130502XXXXXXXX1854,2023217415,环境23-3班,65,48,41,79,D
贾琴,511423XXXXXXXX0193,2023217416,经济23-2班,82,46,53,67,B+
周建国,370304XXXXXXXX0215,2023217417,化工23-3班,97,67,64,79,C+
刘鑫,430900XXXXXXXX2408,2023217418,环境23-3班,93,57,95,42,B-
阎静,620423XXXXXXXX0226,2023217419,英语23-2班,81,53,76,91,A+
王军,530827XXXXXXXX1396,2023217420,化工23-2班,85,55,76,55,C
谢雷,511521XXXXXXXX7355,2023217421,食品23-2班,49,96,37,96,E
汪兰英,350182XXXXXXXX0138,2023217422,英语23-1班,76,88,79,47,B
刘畅,420101XXXXXXXX4334,2023217423,新媒体23-3班,73,31,73,89,B
陈丽华,445224XXXXXXXX9164,2023217424,广告23-2班,57,33,36,51,B+
李春梅,623024XXXXXXXX0159,2023217425,法学23-3班,98,89,74,35,D+
王玉,150784XXXXXXXX5281,2023217426,英语23-1班,83,43,31,61,B-
刘华,321282XXXXXXXX8109,2023217427,英语23-3班,89,33,16,48,D-
张红,410926XXXXXXXX9121,2023217428,食品23-1班,77,67,70,98,B-
马凤兰,130126XXXXXXXX1538,2023217429,机械工程23-1班,89,35,78,65,A-
孙红,610628XXXXXXXX2872,2023217430,食品23-1班,51,38,20,61,B
卢艳,341004XXXXXXXX4917,2023217431,化工23-3班,94,64,17,98,D-
杨莉,360926XXXXXXXX4461,2023217432,计算机23-3班,56,38,93,86,C+
李伟,150784XXXXXXXX3357,2023217433,化工23-1班,76,64,74,39,D-
黄云,512022XXXXXXXX333X,2023217434,自动化23-2班,90,45,35,59,A+
赵桂芝,341202XXXXXXXX5801,2023217435,电信科23-1班,80,29,85,63,A+
许佳,511827XXXXXXXX7564,2023217436,物流管理23-2班,50,87,67,37,C-
刘华,350700XXXXXXXX7455,2023217437,新能源23-2班,45,33,87,75,B-
李成,621001XXXXXXXX196X,2023217438,机械工程23-1班,55,64,41,49,B+
文桂香,210902XXXXXXXX1911,2023217439,土木工程23-1班,51,96,31,91,A
王东,530112XXXXXXXX4564,2023217440,电信科23-3班,85,73,48,71,A+
李凯,460202XXXXXXXX3873,2023217441,食品23-3班,68,66,69,87,A+
蔡丹,632724XXXXXXXX4403,2023217442,化工23-2班,83,71,59,99,A
王伟,230722XXXXXXXX9788,2023217443,城市地下空间23-3班,61,50,98,82,D+
蔡浩,450603XXXXXXXX6976,2023217444,经济23-1班,67,41,65,76,D-
潘亮,371425XXXXXXXX5670,2023217445,法学23-1班,85,59,87,83,A+
高莉,441502XXXXXXXX8486,2023217446,城市地下空间23-2班,71,50,17,97,A+
贾静,320402XXXXXXXX1414,2023217447,经济23-1班,64,97,53,87,B
蒋波,652302XXXXXXXX3031,2023217448,城市地下空间23-3班,77,66,35,63,A+
吴兵,652123XXXXXXXX497X,2023217449,电信科23-3班,94,72,93,82,D-
石海燕,341200XXXXXXXX0938,2023217450,英语23-3班,85,82,69,38,B-
郑红,230524XXXXXXXX8684,2023217451,物流管理23-1班,52,79,15,41,A-
刘明,210421XXXXXXXX4663,2023217452,新媒体23-3班,54,90,32,55,D-
罗磊,370305XXXXXXXX5834,2023217453,土木工程23-1班,68,52,20,53,A+
徐莉,430902XXXXXXXX0025,2023217454,机械工程23-1班,88,34,100,85,D+
方桂芳,511825XXXXXXXX7248,2023217455,电信科23-2班,99,74,50,86,D
杨文,610481XXXXXXXX0967,2023217456,土木工程23-1班,53,34,83,42,A
刘萍,500108XXXXXXXX5585,2023217457,机械工程23-3班,84,28,22,79,B
余建国,371326XXXXXXXX5313,2023217458,环境23-1班,92,74,20,100,C+
余涛,222401XXXXXXXX7553,2023217459,英语23-1班,62,61,46,44,D-
高彬,653125XXXXXXXX9914,2023217460,计算机23-3班,60,38,89,41,D
高淑珍,653126XXXXXXXX0125,2023217461,新能源23-2班,63,55,90,65,D
王敏,141181XXXXXXXX1368,2023217462,新媒体23-1班,76,89,22,70,C
张磊,513423XXXXXXXX2147,2023217463,新能源23-1班,97,47,24,52,A-
贾岩,410100XXXXXXXX4279,2023217464,新能源23-1班,51,48,33,51,E
贺婷婷,120111XXXXXXXX9218,2023217465,食品23-1班,89,99,87,51,B
蒙俊,500114XXXXXXXX9332,2023217466,食品23-2班,69,68,99,85,D-
夏淑兰,140700XXXXXXXX051X,2023217467,自动化23-2班,83,51,91,71,D
徐兵,510322XXXXXXXX3852,2023217468,电信科23-1班,76,56,36,95,C-
郑玉兰,512022XXXXXXXX8178,2023217469,电信科23-2班,47,52,49,62,C
程林,450304XXXXXXXX4991,2023217470,机械工程23-2班,65,44,15,68,B+
张凯,469007XXXXXXXX7099,2023217471,广告23-1班,69,26,89,96,A+
王文,340700XXXXXXXX9848,2023217472,环境23-2班,87,31,63,94,B-
饶雪,320700XXXXXXXX8549,2023217473,自动化23-1班,92,72,46,82,A+
宋刚,510114XXXXXXXX6683,2023217474,土木工程23-2班,45,39,94,55,A-
苏欢,370402XXXXXXXX5954,2023217475,电信科23-3班,62,88,20,36,D-
李凤英,520300XXXXXXXX6863,2023217476,土木工程23-1班,46,88,86,89,D
刘柳,340304XXXXXXXX9322,2023217477,食品23-3班,63,76,69,48,D-
王杰,450481XXXXXXXX2346,2023217478,物流管理23-2班,88,56,80,77,A+
张桂芳,500120XXXXXXXX3023,2023217479,电信科23-3班,91,54,19,87,A-
宋超,510923XXXXXXXX8531,2023217480,计算机23-2班,75,49,98,74,A
梁春梅,220600XXXXXXXX9915,2023217481,自动化23-3班,92,57,67,53,D-
朱想,410328XXXXXXXX0328,2023217482,城市地下空间23-1班,67,77,63,75,B
张晨,350800XXXXXXXX1179,2023217483,机械工程23-1班,83,93,30,70,B-
刘荣,630000XXXXXXXX7534,2023217484,机械工程23-3班,73,51,38,68,A-
刘勇,652302XXXXXXXX2978,2023217485,法学23-1班,48,58,31,35,D-
王坤,411727XXXXXXXX8964,2023217486,物流管理23-3班,87,87,56,71,C-
陈桂花,621200XXXXXXXX037X,2023217487,机械工程23-2班,61,41,19,51,A-
何晶,370830XXXXXXXX3969,2023217488,物流管理23-2班,84,94,60,39,E
宋波,410502XXXXXXXX3233,2023217489,机械工程23-3班,75,36,20,94,E
杨建军,371121XXXXXXXX6830,2023217490,经济23-2班,91,93,60,47,D
汤飞,210300XXXXXXXX5713,2023217491,新能源23-3班,98,96,89,97,B+
赵海燕,652800XXXXXXXX869X,2023217492,机械工程23-3班,49,74,83,49,B+
王玉珍,450200XXXXXXXX0893,2023217493,自动化23-1班,63,99,98,79,A-
邱强,430224XXXXXXXX2282,2023217494,环境23-1班,83,39,62,86,B
姚建平,450512XXXXXXXX7339,2023217495,自动化23-3班,54,64,18,59,A-
王晶,360100XXXXXXXX3227,2023217496,土木工程23-1班,46,43,62,75,D-
何颖,510923XXXXXXXX1801,2023217497,计算机23-2班,77,100,84,35,E
施柳,430100XXXXXXXX9918,2023217498,自动化23-2班,91,88,18,54,A+
刘帆,621022XXXXXXXX5112,2023217499,广告23-2班,73,76,20,82,D-
姚建华,370613XXXXXXXX8129,2023217500,环境23-3班,80,77,68,71,A
李凤英,411526XXXXXXXX825X,2023217501,英语23-1班,64,98,52,87,C-
傅秀珍,610403XXXXXXXX2409,2023217502,食品23-2班,77,38,43,38,A-
何桂花,350722XXXXXXXX310X,2023217503,机械工程23-1班,97,34,15,68,D
李云,410322XXXXXXXX3522,2023217504,英语23-3班,98,28,49,48,D-
王帆,469022XXXXXXXX1949,2023217505,计算机23-3班,56,27,86,89,C+
陈玉华,341701XXXXXXXX3046,2023217506,广告23-1班,81,64,95,64,C
陈玉兰,341000XXXXXXXX6688,2023217507,经济23-1班,74,83,96,85,B-
邱雪,220621XXXXXXXX2725,2023217508,广告23-3班,93,31,83,89,D
蔡丽娟,350122XXXXXXXX6996,2023217509,法学23-2班,48,55,29,90,D-
萧敏,210904XXXXXXXX2942,2023217510,新媒体23-2班,92,36,65,53,B+
欧阳玉梅,420501XXXXXXXX2023,2023217511,城市地下空间23-3班,53,61,70,50,E
薛帅,511123XXXXXXXX1979,2023217512,新媒体23-3班,71,86,83,60,D+
李芳,370305XXXXXXXX6145,2023217513,电信科23-1班,80,30,63,79,A+
梁淑兰,360300XXXXXXXX9799,2023217514,英语23-1班,88,70,45,82,D
陈丹丹,610628XXXXXXXX1239,2023217515,新媒体23-2班,51,83,18,79,A-
刘娟,431300XXXXXXXX188X,2023217516,广告23-1班,61,37,19,60,D+
孙玉兰,511301XXXXXXXX7768,2023217517,机械工程23-3班,81,59,85,53,C+
李飞,360111XXXXXXXX5018,2023217518,物流管理23-2班,79,54,53,66,A-
张阳,341226XXXXXXXX0189,2023217519,物流管理23-1班,100,45,51,89,A
李丽,150301XXXXXXXX7493,2023217520,土木工程23-3班,62,55,64,43,B+
罗金凤,341323XXXXXXXX8652,2023217521,物流管理23-2班,49,94,81,93,D+
蔡飞,654022XXXXXXXX9327,2023217522,英语23-2班,95,29,52,80,A-
汤旭,330784XXXXXXXX816X,2023217523,化工23-3班,79,39,42,64,A-
王勇,469002XXXXXXXX5255,2023217524,新媒体23-3班,48,72,36,57,D
朱飞,522726XXXXXXXX6916,2023217525,自动化23-1班,72,77,78,56,E
周华,510681XXXXXXXX1846,2023217526,计算机23-2班,89,90,96,74,E
华玉梅,533422XXXXXXXX864X,2023217527,广告23-1班,63,56,53,84,B-
刘晶,370827XXXXXXXX5871,2023217528,城市地下空间23-1班,45,45,64,98,A
马旭,513322XXXXXXXX9145,2023217529,法学23-2班,98,25,39,62,D+
夏俊,520325XXXXXXXX2307,2023217530,电信科23-3班,59,68,68,88,C
汪玉珍,420982XXXXXXXX1666,2023217531,英语23-1班,62,33,73,46,A-
刘桂花,520400XXXXXXXX8288,2023217532,机械工程23-3班,76,52,74,49,B+
金雷,533323XXXXXXXX7488,2023217533,食品23-3班,83,100,21,63,B+
陈春梅,510521XXXXXXXX8732,2023217534,机械工程23-1班,73,57,29,76,E
徐颖,445101XXXXXXXX3909,2023217535,英语23-2班,98,42,32,71,A-
邓凤兰,511000XXXXXXXX5504,2023217536,广告23-3班,92,83,15,96,A-
段阳,450881XXXXXXXX7162,2023217537,广告23-2班,58,77,36,99,B+
廖敏,330206XXXXXXXX6310,2023217538,土木工程23-2班,54,41,86,95,E
任雪梅,140932XXXXXXXX0994,2023217539,新能源23-3班,45,88,17,71,E
王凯,230500XXXXXXXX8194,2023217540,新能源23-1班,78,84,15,61,C+
孙兵,130429XXXXXXXX4459,2023217541,环境23-2班,100,92,53,68,A
徐红霞,640106XXXXXXXX1911,2023217542,新能源23-2班,52,40,56,84,A-
李婷婷,230303XXXXXXXX9246,2023217543,新能源23-3班,53,94,32,92,E
陈明,450803XXXXXXXX9780,2023217544,法学23-1班,92,35,98,92,A-
张玉梅,410211XXXXXXXX4686,2023217545,土木工程23-1班,70,92,91,77,B-
陈洋,640105XXXXXXXX4648,2023217546,经济23-1班,78,90,45,73,D
居华,371324XXXXXXXX0641,2023217547,经济23-2班,90,63,39,64,D-
黄云,522628XXXXXXXX0089,2023217548,法学23-2班,54,62,24,70,C-
周兵,445103XXXXXXXX077X,2023217549,法学23-2班,74,41,49,89,D+
谢娜,140702XXXXXXXX9101,2023217550,化工23-2班,96,33,84,50,B-
翟彬,131181XXXXXXXX5289,2023217551,化工23-3班,75,60,58,60,D+
黄桂英,360521XXXXXXXX6701,2023217552,食品23-1班,66,84,42,74,D+
王丽华,520626XXXXXXXX4031,2023217553,法学23-1班,71,36,92,82,C
杨雷,141028XXXXXXXX3751,2023217554,新能源23-1班,56,75,100,76,D+
郑玉兰,210300XXXXXXXX6857,2023217555,电信科23-2班,78,54,73,45,D+
王超,522732XXXXXXXX6592,2023217556,法学23-2班,63,44,22,58,C
马玉,130127XXXXXXXX5681,2023217557,新能源23-3班,46,33,22,39,D-
李浩,140500XXXXXXXX8088,2023217558,新媒体23-3班,53,92,28,98,D+
张华,230705XXXXXXXX911X,2023217559,城市地下空间23-1班,89,49,90,39,B
徐婷,520623XXXXXXXX793X,2023217560,法学23-2班,75,29,23,69,B+
曾帅,150800XXXXXXXX6846,2023217561,英语23-1班,94,94,49,67,A+
蒋婷婷,370827XXXXXXXX8611,2023217562,计算机23-3班,46,32,16,89,B-
袁凯,451201XXXXXXXX7136,2023217563,环境23-1班,50,53,97,35,B
谢建华,420304XXXXXXXX1907,2023217564,经济23-1班,53,34,75,96,C-
杨柳,532623XXXXXXXX9891,2023217565,自动化23-2班,76,87,84,93,E
赵岩,650103XXXXXXXX8858,2023217566,食品23-3班,100,99,20,78,C+
卢晨,511824XXXXXXXX0538,2023217567,自动化23-3班,77,48,18,49,A-
丛凯,150403XXXXXXXX8945,2023217568,新媒体23-3班,68,67,55,54,E
戚玉英,542228XXXXXXXX0770,2023217569,新能源23-2班,68,42,66,49,B-
刘玉兰,370784XXXXXXXX1692,2023217570,食品23-3班,68,58,84,81,E
李晨,130902XXXXXXXX8234,2023217571,法学23-2班,91,79,26,61,B-
高雪,511303XXXXXXXX0529,2023217572,电信科23-1班,66,58,87,41,D+
郭成,370832XXXXXXXX7548,2023217573,电信科23-1班,60,84,90,73,B+
刘梅,441283XXXXXXXX3220,2023217574,土木工程23-2班,90,26,46,68,B-
刘小红,220221XXXXXXXX9158,2023217575,化工23-1班,95,45,55,70,E
郝健,510801XXXXXXXX4553,2023217576,电信科23-1班,91,89,36,80,C
李桂香,610623XXXXXXXX5170,2023217577,新能源23-2班,78,54,69,82,C
杨秀兰,460203XXXXXXXX4150,2023217578,机械工程23-3班,83,31,93,91,D
胡娟,130532XXXXXXXX6626,2023217579,土木工程23-2班,87,81,26,67,C
阎柳,210701XXXXXXXX8574,2023217580,广告23-3班,65,95,69,43,A
朱楠,131026XXXXXXXX2485,2023217581,化工23-3班,93,76,66,78,B+
杨建军,110116XXXXXXXX7632,2023217582,法学23-3班,54,93,81,88,B+
邱丽华,652327XXXXXXXX9783,2023217583,环境23-1班,88,88,67,40,A-
曾凤兰,150926XXXXXXXX9024,2023217584,化工23-3班,45,75,26,53,C+
牛平,640000XXXXXXXX8373,2023217585,电信科23-1班,47,54,71,83,B+
阳超,410401XXXXXXXX4716,2023217586,英语23-2班,63,74,95,64,A
杨荣,130181XXXXXXXX3218,2023217587,广告23-1班,64,39,88,100,B
李雪,320401XXXXXXXX2077,2023217588,机械工程23-1班,55,31,28,89,D+
吕秀梅,530921XXXXXXXX0344,2023217589,物流管理23-1班,90,70,24,78,A-
张斌,522327XXXXXXXX0503,2023217590,自动化23-3班,50,50,16,87,B
唐华,310110XXXXXXXX7097,2023217591,电信科23-1班,58,56,60,82,C+
陈春梅,450330XXXXXXXX6850,2023217592,化工23-2班,76,47,33,93,B-
游玉兰,340826XXXXXXXX902X,2023217593,新媒体23-3班,94,77,83,61,D-
萧亮,410205XXXXXXXX9334,2023217594,新能源23-2班,61,71,64,71,E
樊杨,511529XXXXXXXX0518,2023217595,自动化23-3班,92,76,93,72,B-
钟慧,410700XXXXXXXX7326,2023217596,化工23-2班,100,55,17,80,D
刘兵,520303XXXXXXXX3836,2023217597,新能源23-1班,92,88,34,41,E
张淑兰,433100XXXXXXXX0205,2023217598,法学23-3班,52,96,44,57,C+
沈磊,522325XXXXXXXX9880,2023217599,经济23-1班,66,73,99,69,C-
张云,411622XXXXXXXX7250,2023217600,自动化23-1班,74,67,41,79,A+
费桂芳,440501XXXXXXXX2539,2023217601,机械工程23-1班,64,72,46,84,D
张丹丹,340202XXXXXXXX4059,2023217602,电信科23-1班,88,51,52,54,A+
张磊,140302XXXXXXXX428X,2023217603,法学23-2班,73,52,80,87,C-
郭华,320321XXXXXXXX1629,2023217604,物流管理23-1班,82,44,85,82,B+
蔡龙,360924XXXXXXXX1204,2023217605,环境23-3班,48,93,94,71,C
李桂珍,530128XXXXXXXX5078,2023217606,食品23-2班,58,83,56,36,D
李雷,451228XXXXXXXX1486,2023217607,土木工程23-3班,96,68,98,97,B
李璐,320411XXXXXXXX1799,2023217608,英语23-2班,50,52,55,99,A-
郑颖,610431XXXXXXXX9212,2023217609,英语23-3班,86,43,35,90,D+
刘玉,370826XXXXXXXX2127,2023217610,新媒体23-2班,67,77,41,54,B-
王凤兰,371001XXXXXXXX1088,2023217611,英语23-1班,60,85,32,95,C-
封宇,620901XXXXXXXX0124,2023217612,新能源23-2班,79,61,37,58,B
王华,152500XXXXXXXX4072,2023217613,新媒体23-2班,95,32,87,71,A+
萧利,120225XXXXXXXX5477,2023217614,电信科23-1班,51,92,87,59,B+
王建,652328XXXXXXXX2357,2023217615,经济23-2班,77,25,49,92,D-
刘玉珍,360402XXXXXXXX7768,2023217616,英语23-2班,93,49,17,53,C
王凤英,120104XXXXXXXX2186,2023217617,自动化23-3班,68,88,52,46,A
杨琳,150104XXXXXXXX8256,2023217618,广告23-2班,58,95,28,99,D-
杨浩,230305XXXXXXXX4778,2023217619,物流管理23-3班,89,97,99,51,D+
刘秀梅,610923XXXXXXXX3552,2023217620,法学23-2班,56,69,32,57,D+
徐阳,140825XXXXXXXX8572,2023217621,土木工程23-2班,67,78,67,43,B+
林明,230704XXXXXXXX8986,2023217622,机械工程23-2班,60,96,83,44,B-
李峰,451121XXXXXXXX128X,2023217623,新媒体23-1班,54,67,46,86,D
杨莹,410181XXXXXXXX5549,2023217624,机械工程23-1班,45,69,26,55,B-
柴敏,411425XXXXXXXX2182,2023217625,自动化23-3班,80,31,82,91,C-
张慧,511422XXXXXXXX2420,2023217626,法学23-2班,63,26,61,65,A
刘俊,360421XXXXXXXX978X,2023217627,土木工程23-1班,47,59,31,71,B-
杨静,441581XXXXXXXX5775,2023217628,环境23-2班,92,89,25,79,D-
陈冬梅,533300XXXXXXXX8378,2023217629,化工23-2班,51,56,72,98,D
吴瑞,230523XXXXXXXX3638,2023217630,自动化23-2班,47,31,87,38,B
卫淑兰,632522XXXXXXXX783X,2023217631,电信科23-1班,81,47,50,79,B-
张建,210114XXXXXXXX9113,2023217632,新媒体23-1班,83,44,36,57,A+
张建军,140402XXXXXXXX7576,2023217633,电信科23-3班,88,27,85,98,C-
林岩,520222XXXXXXXX5283,2023217634,食品23-3班,94,30,74,78,D-
程玉珍,630200XXXXXXXX3689,2023217635,化工23-1班,59,74,91,62,A+
胡荣,340828XXXXXXXX8250,2023217636,经济23-2班,98,86,73,42,C+
张畅,654026XXXXXXXX7892,2023217637,机械工程23-2班,45,55,71,37,B+
王楠,632623XXXXXXXX3825,2023217638,新媒体23-2班,86,39,26,76,C-
曹伟,500104XXXXXXXX7741,2023217639,城市地下空间23-2班,74,84,64,39,C+
文丹丹,360104XXXXXXXX5679,2023217640,计算机23-1班,67,84,86,90,A+
张杰,350212XXXXXXXX0190,2023217641,法学23-2班,96,70,31,84,A
刘洁,431025XXXXXXXX0540,2023217642,土木工程23-2班,66,28,44,94,C+
郭亮,440100XXXXXXXX3090,2023217643,广告23-3班,73,64,16,89,A+
黄凤英,370612XXXXXXXX2276,2023217644,物流管理23-3班,68,47,44,35,B-
吴芳,320508XXXXXXXX4690,2023217645,电信科23-1班,57,30,61,98,A-
徐建国,370481XXXXXXXX1902,2023217646,计算机23-3班,69,63,72,37,D+
黄玉珍,371622XXXXXXXX0063,2023217647,电信科23-1班,84,86,42,71,D
杨英,150402XXXXXXXX6604,2023217648,新能源23-1班,55,37,27,56,D-
杨欣,320681XXXXXXXX9137,2023217649,土木工程23-2班,46,47,76,79,A
袁娟,410726XXXXXXXX2392,2023217650,土木工程23-3班,66,34,96,64,D+
周晶,211102XXXXXXXX6730,2023217651,化工23-1班,54,64,92,46,C
李淑珍,340100XXXXXXXX6262,2023217652,化工23-2班,52,32,30,49,C-
高雪,110229XXXXXXXX1892,2023217653,新媒体23-2班,99,64,31,79,A-
邓婷,530701XXXXXXXX4845,2023217654,食品23-1班,82,79,100,45,B+
常桂花,340104XXXXXXXX1996,2023217655,化工23-3班,58,70,75,77,B-
王娜,152222XXXXXXXX6677,2023217656,广告23-3班,78,70,78,88,C-
章柳,310106XXXXXXXX1266,2023217657,广告23-2班,65,45,43,63,C+
刘军,653123XXXXXXXX5118,2023217658,新媒体23-2班,85,94,19,99,B+
唐兵,340824XXXXXXXX8496,2023217659,英语23-3班,94,76,80,67,D-
郭霞,320922XXXXXXXX7747,2023217660,新能源23-1班,96,39,66,84,C
陈红梅,350128XXXXXXXX7291,2023217661,计算机23-3班,50,25,30,75,D-
林文,512021XXXXXXXX1232,2023217662,自动化23-3班,86,28,31,53,C-
王瑜,511303XXXXXXXX6076,2023217663,物流管理23-3班,88,27,53,81,A
邱玉,620104XXXXXXXX6187,2023217664,电信科23-1班,100,56,37,74,A+
潘英,640402XXXXXXXX8161,2023217665,经济23-3班,46,78,38,72,B
王林,420600XXXXXXXX2830,2023217666,新能源23-1班,85,78,20,60,D-
张强,652222XXXXXXXX887X,2023217667,英语23-1班,51,43,81,42,B
孙斌,341301XXXXXXXX1389,2023217668,自动化23-1班,60,36,82,91,D
柴阳,510603XXXXXXXX7920,2023217669,经济23-3班,50,82,63,49,B
陆红,420117XXXXXXXX7805,2023217670,计算机23-1班,55,76,78,95,D
门成,451228XXXXXXXX0528,2023217671,经济23-1班,81,32,56,100,D+
欧英,540233XXXXXXXX0015,2023217672,新能源23-1班,92,93,49,53,A-
陈玉珍,620422XXXXXXXX3138,2023217673,城市地下空间23-3班,55,60,97,62,B
冯龙,621126XXXXXXXX8484,2023217674,物流管理23-2班,72,79,68,35,D
钟玉英,350924XXXXXXXX9509,2023217675,广告23-1班,62,73,73,36,A
方淑华,530724XXXXXXXX2770,2023217676,土木工程23-3班,90,87,58,90,A
