姓名,身份证号,学号,专业班级,C1,C2,C3,C4,C5
杨娜,330382XXXXXXXX3610,2024217339,自动化23-1班,52,90,23,60,D+
冯龙,230406XXXXXXXX5145,2024217340,环境23-1班,77,56,64,59,D
郑军,231121XXXXXXXX768X,2024217341,化工23-2班,85,95,16,96,D-
温建国,450603XXXXXXXX1972,2024217342,经济23-1班,51,86,46,40,A-
王桂荣,211322XXXXXXXX4060,2024217343,自动化23-2班,61,39,33,97,D-
王峰,341525XXXXXXXX8142,2024217344,土木工程23-2班,45,36,63,87,C
刘晶,542225XXXXXXXX0569,2024217345,环境23-2班,73,93,43,72,B
葛飞,620423XXXXXXXX9863,2024217346,自动化23-3班,98,65,73,57,A
武文,310230XXXXXXXX1816,2024217347,英语23-3班,87,31,77,60,B-
刁坤,511722XXXXXXXX2457,2024217348,新能源23-1班,59,53,58,83,D-
陈玉英,441721XXXXXXXX2998,2024217349,新媒体23-1班,92,85,49,79,E
王淑英,532530XXXXXXXX361X,2024217350,化工23-1班,70,84,98,51,A+
黄婷婷,510682XXXXXXXX4596,2024217351,土木工程23-3班,48,41,26,55,A
李文,469026XXXXXXXX4787,2024217352,物流管理23-2班,86,28,83,87,A+
张建华,140823XXXXXXXX6936,2024217353,法学23-3班,86,74,55,44,E
潘云,130528XXXXXXXX3432,2024217354,物流管理23-1班,97,33,72,92,B-
黎丹,451321XXXXXXXX7946,2024217355,城市地下空间23-3班,80,64,89,95,C+
王桂珍,210711XXXXXXXX346X,2024217356,城市地下空间23-3班,65,53,90,40,A
杨云,511703XXXXXXXX4158,2024217357,土木工程23-3班,89,59,23,37,D
王建华,522700XXXXXXXX6321,2024217358,经济23-2班,48,65,82,49,D
杨鑫,520121XXXXXXXX9046,2024217359,新媒体23-3班,56,95,94,87,E
王秀云,513324XXXXXXXX2115,2024217360,英语23-3班,100,73,65,67,E
周建,610631XXXXXXXX6410,2024217361,土木工程23-1班,73,80,54,69,D
孟健,340103XXXXXXXX0124,2024217362,新媒体23-1班,82,35,54,80,C-
梁凤兰,340104XXXXXXXX3725,2024217363,城市地下空间23-1班,71,51,97,66,B+
向秀云,522624XXXXXXXX7913,2024217364,物流管理23-1班,82,54,24,45,B
鲍飞,520382XXXXXXXX9374,2024217365,自动化23-3班,98,60,47,37,B+
常丽丽,441581XXXXXXXX4658,2024217366,城市地下空间23-2班,80,82,73,63,D-
刘俊,370812XXXXXXXX0202,2024217367,城市地下空间23-2班,80,49,66,60,D-
罗峰,430422XXXXXXXX4265,2024217368,广告23-2班,86,26,73,87,E
石丹丹,620402XXXXXXXX1660,2024217369,食品23-1班,100,61,33,90,C+
王华,530500XXXXXXXX5949,2024217370,法学23-1班,48,53,83,36,C
阳峰,420703XXXXXXXX9679,2024217371,环境23-2班,49,74,88,100,D
李霞,430304XXXXXXXX4075,2024217372,广告23-2班,85,38,79,45,B-
林丽,230405XXXXXXXX7683,2024217373,广告23-1班,46,26,92,90,D+
杜强,371521XXXXXXXX1826,2024217374,经济23-1班,61,34,28,87,D-
钱博,140830XXXXXXXX1322,2024217375,新媒体23-1班,73,52,72,72,C
宋成,450127XXXXXXXX0444,2024217376,英语23-3班,76,51,56,44,D
曾海燕,210422XXXXXXXX1934,2024217377,新媒体23-2班,89,65,57,76,A-
苏婷,522727XXXXXXXX9744,2024217378,物流管理23-1班,61,69,20,65,C
李龙,340711XXXXXXXX6882,2024217379,电信科23-3班,95,85,84,76,A
马琴,654301XXXXXXXX8114,2024217380,经济23-1班,52,43,49,81,B-
武文,220701XXXXXXXX0209,2024217381,新媒体23-3班,49,33,92,37,C
杨成,653201XXXXXXXX9759,2024217382,环境23-2班,100,76,29,75,D
董凯,320621XXXXXXXX8613,2024217383,环境23-3班,79,82,16,87,C-
刁楠,421124XXXXXXXX1598,2024217384,新媒体23-1班,87,43,68,64,E
陈海燕,330602XXXXXXXX8725,2024217385,广告23-3班,79,77,18,70,B
花桂珍,620123XXXXXXXX9811,2024217386,环境23-2班,61,95,72,87,C
李建,360322XXXXXXXX0801,2024217387,英语23-3班,77,81,51,46,D
纪斌,152202XXXXXXXX3540,2024217388,土木工程23-2班,69,46,51,44,A
冯鹏,620101XXXXXXXX7072,2024217389,环境23-3班,46,58,41,61,D+
徐丹丹,131122XXXXXXXX9105,2024217390,法学23-1班,49,74,81,58,B+
许玉,211004XXXXXXXX5618,2024217391,新能源23-3班,70,96,21,92,A-
蔡晨,140924XXXXXXXX2000,2024217392,法学23-3班,79,31,88,68,D-
杨淑英,152523XXXXXXXX6378,2024217393,化工23-1班,58,85,31,99,D-
陈宇,450221XXXXXXXX9984,2024217394,环境23-1班,94,72,69,48,E
邓冬梅,513224XXXXXXXX7690,2024217395,机械工程23-3班,59,76,58,82,D-
邓鹏,360703XXXXXXXX1975,2024217396,电信科23-1班,71,69,27,69,A+
许雷,510401XXXXXXXX3158,2024217397,广告23-2班,47,30,64,69,A
仲强,419001XXXXXXXX5102,2024217398,食品23-1班,64,27,17,77,D-
谢玉梅,350723XXXXXXXX0486,2024217399,环境23-3班,94,76,71,71,A
李桂花,431121XXXXXXXX3774,2024217400,化工23-3班,49,63,19,85,A+
邬宁,360421XXXXXXXX0098,2024217401,物流管理23-3班,70,61,98,67,D+
麦鑫,130227XXXXXXXX5666,2024217402,环境23-1班,85,60,30,77,D
赵涛,650201XXXXXXXX733X,2024217403,计算机23-2班,79,62,33,64,D+
樊娜,520323XXXXXXXX1510,2024217404,英语23-1班,46,65,76,79,A+
王超,440800XXXXXXXX653X,2024217405,自动化23-1班,61,68,48,43,B-
田平,350783XXXXXXXX014X,2024217406,广告23-3班,67,28,34,37,C-
徐英,340222XXXXXXXX6279,2024217407,经济23-3班,89,38,79,83,B
蒋洋,440507XXXXXXXX8802,2024217408,法学23-3班,100,58,97,35,B+
张璐,210803XXXXXXXX5447,2024217409,城市地下空间23-2班,74,77,24,37,E
吴雷,371482XXXXXXXX1119,2024217410,机械工程23-2班,93,81,98,80,B
郭琳,510900XXXXXXXX8966,2024217411,英语23-1班,97,46,82,90,B-
李雷,340208XXXXXXXX5012,2024217412,英语23-3班,75,91,93,70,A
祝健,371600XXXXXXXX7680,2024217413,城市地下空间23-3班,64,56,29,94,B-
黎玉兰,500107XXXXXXXX7708,2024217414,自动化23-2班,60,39,97,91,B-
谢岩,445101XXXXXXXX9918,2024217415,食品23-2班,70,85,92,94,A+
张瑜,510129XXXXXXXX5608,2024217416,计算机23-3班,56,45,65,88,D
武慧,532624XXXXXXXX4920,2024217417,物流管理23-2班,64,33,90,65,B
姚飞,231182XXXXXXXX3431,2024217418,化工23-1班,88,43,37,71,B-
王凯,440601XXXXXXXX196X,2024217419,计算机23-1班,85,71,80,66,C
祖小红,450102XXXXXXXX9706,2024217420,电信科23-3班,47,44,24,91,A+
高帅,150823XXXXXXXX9779,2024217421,计算机23-3班,90,49,46,97,C
罗丽华,500113XXXXXXXX9903,2024217422,自动化23-3班,84,84,95,38,C
陶燕,411301XXXXXXXX3693,2024217423,法学23-3班,100,65,95,51,A
吴淑珍,360726XXXXXXXX4426,2024217424,新能源23-2班,58,79,33,36,D
杨勇,411001XXXXXXXX6432,2024217425,电信科23-3班,63,50,69,75,D+
包亮,441800XXXXXXXX6041,2024217426,英语23-1班,90,48,32,75,A+
陈海燕,350423XXXXXXXX467X,2024217427,自动化23-3班,73,60,17,84,D+
吴桂香,500118XXXXXXXX7539,2024217428,新媒体23-1班,87,65,18,96,B-
陈磊,420203XXXXXXXX3306,2024217429,广告23-2班,57,60,91,36,B+
张欢,441625XXXXXXXX6044,2024217430,经济23-1班,68,46,87,37,C
巫建平,431101XXXXXXXX0911,2024217431,经济23-1班,84,54,70,98,B-
李辉,532322XXXXXXXX4882,2024217432,法学23-1班,60,40,24,44,B-
杨佳,652201XXXXXXXX7085,2024217433,环境23-2班,50,66,52,49,C-
谢桂芝,340827XXXXXXXX9237,2024217434,经济23-3班,49,59,84,88,D+
贾莉,230506XXXXXXXX5530,2024217435,化工23-3班,80,62,33,95,C-
王华,451200XXXXXXXX9446,2024217436,计算机23-3班,61,30,26,42,B-
张秀芳,320211XXXXXXXX0049,2024217437,英语23-2班,83,54,66,94,C+
赵桂兰,130733XXXXXXXX3912,2024217438,新能源23-3班,89,99,54,40,C
黄春梅,610600XXXXXXXX3279,2024217439,食品23-2班,84,84,66,45,D
任淑珍,210302XXXXXXXX7975,2024217440,机械工程23-1班,53,62,83,70,B
张华,370902XXXXXXXX6694,2024217441,新媒体23-1班,45,72,29,93,A
许明,620401XXXXXXXX1883,2024217442,英语23-3班,96,77,72,64,B-
陶飞,130281XXXXXXXX9928,2024217443,土木工程23-2班,78,99,36,42,D
王飞,441423XXXXXXXX8136,2024217444,化工23-3班,94,87,84,35,A
丁秀英,530721XXXXXXXX2217,2024217445,城市地下空间23-1班,65,98,91,97,C
白春梅,410422XXXXXXXX5947,2024217446,法学23-3班,64,66,91,100,B-
杨亮,410711XXXXXXXX6570,2024217447,法学23-3班,62,80,35,85,E
孙波,371203XXXXXXXX8592,2024217448,城市地下空间23-3班,45,55,23,35,B
王淑珍,451001XXXXXXXX0605,2024217449,环境23-1班,91,68,89,70,B+
李兰英,542522XXXXXXXX909X,2024217450,土木工程23-1班,69,33,74,84,B+
朱小红,340702XXXXXXXX520X,2024217451,化工23-3班,86,93,74,98,D
殷成,231123XXXXXXXX323X,2024217452,新能源23-3班,63,49,50,87,E
范淑英,371521XXXXXXXX3386,2024217453,食品23-3班,82,92,69,78,C-
孙想,130636XXXXXXXX2303,2024217454,新能源23-1班,68,64,53,48,B+
谷建国,441881XXXXXXXX4766,2024217455,机械工程23-3班,64,47,70,59,D
张秀华,150401XXXXXXXX533X,2024217456,计算机23-1班,45,29,88,65,E
莫辉,532328XXXXXXXX8393,2024217457,土木工程23-1班,50,89,98,43,D+
黄雪,441581XXXXXXXX9796,2024217458,自动化23-1班,62,96,88,92,A+
张玉梅,370634XXXXXXXX8198,2024217459,环境23-1班,82,32,74,98,E
蔡丽华,410581XXXXXXXX0130,2024217460,环境23-3班,56,30,98,58,A-
李建平,321111XXXXXXXX8786,2024217461,食品23-1班,80,81,34,72,A
黄玉兰,451223XXXXXXXX2739,2024217462,机械工程23-1班,49,42,20,62,C+
张丹丹,210204XXXXXXXX4683,2024217463,经济23-1班,90,66,78,55,D-
梁琳,361023XXXXXXXX437X,2024217464,机械工程23-3班,60,62,80,80,C+
田阳,510122XXXXXXXX9929,2024217465,环境23-2班,62,30,31,36,D+
覃桂芳,130406XXXXXXXX4845,2024217466,计算机23-3班,77,100,23,97,A
吴倩,341522XXXXXXXX4531,2024217467,机械工程23-3班,55,67,22,94,B-
刘鑫,510811XXXXXXXX2582,2024217468,经济23-2班,65,74,48,43,D
胡辉,532329XXXXXXXX4949,2024217469,新能源23-1班,95,32,94,96,A+
陈静,654301XXXXXXXX8145,2024217470,城市地下空间23-2班,48,30,74,75,A-
刁婷婷,341100XXXXXXXX7203,2024217471,电信科23-2班,72,84,79,38,B
郭玲,230621XXXXXXXX1267,2024217472,英语23-1班,50,89,42,37,E
王伟,210921XXXXXXXX1786,2024217473,环境23-3班,89,64,37,36,E
王岩,130634XXXXXXXX4186,2024217474,自动化23-3班,66,70,19,84,E
李楠,231123XXXXXXXX0929,2024217475,经济23-1班,67,26,68,71,A
叶芳,231002XXXXXXXX1482,2024217476,新媒体23-3班,95,42,76,80,E
姜淑英,150924XXXXXXXX4581,2024217477,英语23-2班,71,50,19,61,D-
李凯,451425XXXXXXXX4717,2024217478,机械工程23-1班,89,81,27,48,B-
韦杨,520422XXXXXXXX8669,2024217479,广告23-2班,88,76,19,95,A
黄琳,410329XXXXXXXX1961,2024217480,广告23-1班,99,54,37,87,A-
侯龙,610202XXXXXXXX4019,2024217481,计算机23-3班,70,95,28,69,D-
单倩,130527XXXXXXXX3493,2024217482,经济23-3班,86,54,28,66,E
米晶,360828XXXXXXXX8053,2024217483,计算机23-2班,65,59,60,71,D-
纪红霞,533423XXXXXXXX8176,2024217484,法学23-2班,59,36,94,75,C+
张勇,620702XXXXXXXX7115,2024217485,电信科23-2班,63,38,54,62,D
张丽,522630XXXXXXXX4357,2024217486,城市地下空间23-2班,48,32,78,75,A
周桂英,230301XXXXXXXX3123,2024217487,新能源23-1班,63,62,33,42,D
谭红霞,220503XXXXXXXX580X,2024217488,机械工程23-1班,93,31,99,35,A-
杨兵,530824XXXXXXXX2635,2024217489,新能源23-3班,48,99,79,49,C-
王慧,370902XXXXXXXX101X,2024217490,城市地下空间23-3班,77,96,74,99,D+
孙玉兰,130000XXXXXXXX5695,2024217491,法学23-2班,94,41,32,57,D
周芳,341100XXXXXXXX0989,2024217492,土木工程23-3班,94,65,55,40,C+
石莉,542424XXXXXXXX0169,2024217493,新媒体23-2班,83,79,90,81,D-
伊华,140500XXXXXXXX238X,2024217494,新媒体23-2班,94,100,61,72,D+
李伟,532524XXXXXXXX4285,2024217495,城市地下空间23-1班,52,41,95,54,D+
黄秀英,512021XXXXXXXX9795,2024217496,自动化23-2班,94,75,68,35,D-
安欣,210204XXXXXXXX6773,2024217497,新能源23-2班,73,69,75,53,E
邱强,360703XXXXXXXX6878,2024217498,环境23-3班,49,78,49,51,D-
何柳,430100XXXXXXXX0613,2024217499,计算机23-2班,96,31,86,53,D-
金瑜,431026XXXXXXXX0586,2024217500,新媒体23-3班,68,46,95,43,B+
钟瑞,230306XXXXXXXX1267,2024217501,食品23-2班,71,78,39,86,C+
余玉兰,430621XXXXXXXX2543,2024217502,环境23-1班,55,43,73,80,D+
刘琳,610824XXXXXXXX0422,2024217503,新媒体23-1班,57,32,33,41,A+
杜瑞,610400XXXXXXXX343X,2024217504,食品23-1班,96,80,80,72,B+
许秀兰,542226XXXXXXXX8533,2024217505,城市地下空间23-2班,55,35,56,77,C
苏波,431300XXXXXXXX2019,2024217506,环境23-3班,83,84,30,45,A+
杨洋,350423XXXXXXXX7375,2024217507,机械工程23-1班,56,66,94,51,D+
阎洁,542431XXXXXXXX0016,2024217508,物流管理23-1班,100,44,85,41,B+
贾文,411103XXXXXXXX6792,2024217509,化工23-3班,70,100,22,60,D-
彭龙,150600XXXXXXXX0152,2024217510,经济23-3班,77,95,80,97,D
刘秀云,440904XXXXXXXX1552,2024217511,城市地下空间23-3班,47,29,29,66,D+
何佳,341622XXXXXXXX7847,2024217512,物流管理23-3班,70,90,66,77,B-
张凯,220323XXXXXXXX8651,2024217513,环境23-3班,50,98,72,95,B
张玉珍,371727XXXXXXXX2690,2024217514,广告23-3班,70,36,27,92,E
孔秀华,610222XXXXXXXX9289,2024217515,环境23-2班,48,93,89,55,B+
张飞,530922XXXXXXXX7658,2024217516,自动化23-3班,78,95,36,88,C+
韩柳,350982XXXXXXXX6313,2024217517,新媒体23-2班,75,66,69,82,D
任鑫,421223XXXXXXXX1273,2024217518,广告23-1班,53,69,53,55,B+
张海燕,610928XXXXXXXX1774,2024217519,电信科23-3班,89,48,97,100,D+
吴军,451024XXXXXXXX2894,2024217520,自动化23-1班,91,65,34,99,D
刘桂芳,152525XXXXXXXX1037,2024217521,化工23-1班,66,87,19,79,D
马娟,411424XXXXXXXX3311,2024217522,环境23-1班,77,98,91,47,E
陈建华,210905XXXXXXXX2596,2024217523,土木工程23-1班,85,29,20,49,D-
吴玉珍,211302XXXXXXXX8764,2024217524,英语23-2班,48,97,97,97,A
王丽丽,411326XXXXXXXX9477,2024217525,计算机23-2班,80,95,44,68,C+
周建国,610824XXXXXXXX947X,2024217526,土木工程23-3班,77,31,30,83,C
徐飞,511824XXXXXXXX069X,2024217527,法学23-2班,64,40,78,100,D
孙红,540227XXXXXXXX4234,2024217528,土木工程23-3班,63,44,82,38,C
王帅,130321XXXXXXXX6108,2024217529,城市地下空间23-3班,50,48,53,80,B+
孙丽丽,450300XXXXXXXX9684,2024217530,新媒体23-2班,91,48,58,57,D-
郑杰,520628XXXXXXXX2258,2024217531,食品23-1班,85,59,96,98,B+
张琳,450981XXXXXXXX260X,2024217532,食品23-3班,57,79,93,57,C+
阎东,140928XXXXXXXX597X,2024217533,法学23-1班,53,39,86,46,A+
喻文,469026XXXXXXXX8920,2024217534,土木工程23-3班,76,69,85,74,D
萧婷婷,410403XXXXXXXX1005,2024217535,广告23-2班,83,47,92,76,C
黄鹏,230713XXXXXXXX8860,2024217536,法学23-3班,65,86,65,100,B
杨刚,540234XXXXXXXX8849,2024217537,新能源23-1班,56,26,71,76,A
高畅,141101XXXXXXXX7459,2024217538,电信科23-3班,56,53,94,54,C-
洪欢,530923XXXXXXXX6552,2024217539,食品23-1班,70,92,51,39,A-
甘秀梅,120105XXXXXXXX6857,2024217540,经济23-2班,77,89,57,36,B
李旭,222405XXXXXXXX5212,2024217541,城市地下空间23-1班,67,32,93,70,C+
曹建军,430611XXXXXXXX228X,2024217542,自动化23-3班,62,32,57,87,A+
任兵,450201XXXXXXXX7419,2024217543,计算机23-3班,60,34,97,77,D
郭静,370812XXXXXXXX7576,2024217544,计算机23-1班,74,77,68,94,B+
宋伟,130802XXXXXXXX0446,2024217545,环境23-2班,61,67,82,71,B+
柯利,130125XXXXXXXX3236,2024217546,机械工程23-3班,53,90,79,89,D-
崔冬梅,230902XXXXXXXX6484,2024217547,法学23-3班,70,43,71,52,A+
沈林,652302XXXXXXXX5161,2024217548,电信科23-1班,76,67,67,97,D+
林云,330921XXXXXXXX4849,2024217549,食品23-3班,73,92,83,73,D-
韩玉珍,350725XXXXXXXX2433,2024217550,电信科23-1班,53,57,57,46,B-
童平,420323XXXXXXXX2077,2024217551,经济23-2班,50,59,85,80,A+
谭刚,542124XXXXXXXX9572,2024217552,新能源23-3班,69,35,31,53,C
刘秀华,430801XXXXXXXX0437,2024217553,经济23-3班,53,29,31,88,C+
马红,610627XXXXXXXX1900,2024217554,环境23-3班,75,92,83,70,E
李桂珍,231085XXXXXXXX7390,2024217555,电信科23-3班,100,64,90,68,C+
徐桂芝,220284XXXXXXXX9413,2024217556,法学23-3班,97,72,89,39,E
吴桂芝,152525XXXXXXXX5595,2024217557,新媒体23-3班,77,66,83,35,B+
罗淑华,630101XXXXXXXX3496,2024217558,经济23-2班,89,53,69,76,A
罗波,130101XXXXXXXX8864,2024217559,城市地下空间23-3班,57,53,49,41,B
兰洋,321202XXXXXXXX5742,2024217560,食品23-2班,54,32,55,94,D-
陈岩,460205XXXXXXXX7796,2024217561,英语23-1班,81,29,48,82,D
李帅,150923XXXXXXXX4984,2024217562,环境23-2班,63,43,71,42,D+
季英,370683XXXXXXXX1775,2024217563,计算机23-2班,93,42,66,37,C+
杨杰,140932XXXXXXXX9301,2024217564,电信科23-3班,73,74,40,75,C
金洁,330683XXXXXXXX9211,2024217565,法学23-3班,76,55,77,81,D+
潘淑华,220781XXXXXXXX3476,2024217566,物流管理23-3班,78,85,81,63,D-
范成,410404XXXXXXXX3224,2024217567,经济23-2班,74,72,56,39,A
李桂花,610902XXXXXXXX9012,2024217568,机械工程23-1班,80,73,34,55,C+
周淑珍,140108XXXXXXXX9787,2024217569,经济23-1班,94,40,62,75,C-
包磊,210781XXXXXXXX6523,2024217570,自动化23-3班,87,71,46,96,B-
刘建军,440101XXXXXXXX1022,2024217571,计算机23-1班,45,70,30,64,D+
陈燕,140602XXXXXXXX4559,2024217572,广告23-1班,71,49,29,75,C-
陈雷,430181XXXXXXXX2151,2024217573,法学23-2班,49,52,33,63,A
吴荣,411702XXXXXXXX9081,2024217574,化工23-2班,71,71,53,62,D+
贾志强,623027XXXXXXXX6908,2024217575,法学23-3班,69,42,87,65,C+
李丽,360203XXXXXXXX1102,2024217576,法学23-3班,86,89,24,39,A+
梁海燕,340301XXXXXXXX5146,2024217577,环境23-2班,78,45,100,43,E
李静,320901XXXXXXXX3290,2024217578,计算机23-1班,57,46,48,81,E
程晶,370801XXXXXXXX0983,2024217579,化工23-3班,70,73,31,98,C-
张欢,320682XXXXXXXX5658,2024217580,法学23-2班,70,26,24,85,A+
张玉兰,320925XXXXXXXX3214,2024217581,食品23-1班,96,30,89,39,C-
王浩,469005XXXXXXXX3661,2024217582,新能源23-2班,55,66,16,63,B-
周云,371102XXXXXXXX3252,2024217583,经济23-1班,50,41,98,59,C
李凤英,622924XXXXXXXX7637,2024217584,城市地下空间23-3班,79,93,26,77,B-
刘俊,230713XXXXXXXX0055,2024217585,环境23-2班,80,60,99,73,E
刘婷婷,520221XXXXXXXX4174,2024217586,环境23-1班,94,74,87,96,B+
张海燕,623001XXXXXXXX4079,2024217587,英语23-2班,88,44,100,100,A
庞斌,330211XXXXXXXX1144,2024217588,化工23-2班,66,54,28,36,B+
梁秀兰,610521XXXXXXXX7837,2024217589,自动化23-1班,89,44,33,60,C
古玉珍,320829XXXXXXXX6483,2024217590,城市地下空间23-2班,60,62,62,88,C
王秀珍,340822XXXXXXXX5177,2024217591,新媒体23-1班,80,52,20,73,C+
裴浩,533421XXXXXXXX2613,2024217592,新媒体23-1班,100,96,57,94,D
童俊,341221XXXXXXXX2156,2024217593,城市地下空间23-3班,71,80,86,77,E
苏利,350582XXXXXXXX1047,2024217594,英语23-1班,85,37,78,44,C+
顾建平,610425XXXXXXXX2350,2024217595,化工23-1班,57,49,47,54,B-
周刚,513228XXXXXXXX2573,2024217596,环境23-3班,70,25,81,61,B-
段伟,330501XXXXXXXX1760,2024217597,城市地下空间23-3班,49,48,27,88,B+
宋波,210702XXXXXXXX3420,2024217598,城市地下空间23-3班,65,86,92,44,B
王东,512021XXXXXXXX0720,2024217599,经济23-1班,45,73,26,40,C+
沈阳,659002XXXXXXXX3085,2024217600,电信科23-3班,85,71,76,85,A+
许雷,513323XXXXXXXX0737,2024217601,广告23-3班,80,64,44,86,E
张刚,331100XXXXXXXX6341,2024217602,食品23-3班,60,79,41,91,C+
陈峰,630104XXXXXXXX4287,2024217603,经济23-1班,69,29,19,35,E
李婷,130208XXXXXXXX8244,2024217604,环境23-2班,79,69,38,69,A+
高洁,513328XXXXXXXX1539,2024217605,食品23-1班,91,71,40,76,C+
白冬梅,150928XXXXXXXX5582,2024217606,英语23-2班,79,41,39,56,D+
郑洁,152528XXXXXXXX5206,2024217607,土木工程23-1班,67,54,19,42,A-
魏梅,410482XXXXXXXX1874,2024217608,机械工程23-1班,90,60,23,95,D-
陈玉华,511722XXXXXXXX3382,2024217609,物流管理23-2班,93,47,82,92,A-
李帅,350721XXXXXXXX604X,2024217610,电信科23-3班,92,44,95,57,A-
刘欣,141023XXXXXXXX0508,2024217611,环境23-3班,54,54,27,50,C
郑慧,230123XXXXXXXX2367,2024217612,城市地下空间23-1班,59,80,31,73,C
胡鑫,533300XXXXXXXX059X,2024217613,新能源23-2班,66,77,40,77,A+
胡龙,140881XXXXXXXX8887,2024217614,英语23-3班,71,38,41,73,E
葛明,370112XXXXXXXX7479,2024217615,新能源23-2班,95,80,52,38,D+
黄成,340103XXXXXXXX0131,2024217616,自动化23-1班,90,53,71,78,C-
姚超,350503XXXXXXXX0934,2024217617,环境23-3班,49,64,71,37,D-
黄丽华,411722XXXXXXXX9647,2024217618,自动化23-1班,80,29,99,63,C+
易涛,350111XXXXXXXX6476,2024217619,新能源23-2班,61,50,21,90,D+
王军,640402XXXXXXXX7810,2024217620,新媒体23-1班,50,51,74,45,A
林龙,420000XXXXXXXX1239,2024217621,城市地下空间23-3班,67,92,95,37,B
李超,310105XXXXXXXX0868,2024217622,物流管理23-1班,87,67,28,76,C+
李莹,222405XXXXXXXX9790,2024217623,化工23-1班,73,32,51,89,E
秦秀英,330282XXXXXXXX1665,2024217624,城市地下空间23-2班,51,75,71,81,C
杨云,450101XXXXXXXX5502,2024217625,新能源23-1班,95,53,65,67,A
崔瑞,513427XXXXXXXX1252,2024217626,英语23-1班,57,75,81,65,D+
高洋,420921XXXXXXXX9619,2024217627,机械工程23-1班,77,74,46,66,B
黄冬梅,350211XXXXXXXX5825,2024217628,电信科23-3班,67,77,37,70,D
张飞,211324XXXXXXXX0264,2024217629,英语23-1班,63,81,41,53,C
梁斌,522732XXXXXXXX4142,2024217630,机械工程23-1班,67,40,72,75,C-
陈霞,130627XXXXXXXX9831,2024217631,土木工程23-2班,74,34,62,49,D-
曾艳,410329XXXXXXXX6654,2024217632,土木工程23-1班,94,100,66,57,B
杨刚,542222XXXXXXXX977X,2024217633,自动化23-2班,63,79,91,89,D-
万玉华,511503XXXXXXXX2996,2024217634,城市地下空间23-3班,46,53,28,65,C+
张彬,350724XXXXXXXX0697,2024217635,经济23-1班,59,74,15,39,D-
戴志强,450405XXXXXXXX7396,2024217636,经济23-3班,95,47,48,73,C-
刘斌,130682XXXXXXXX8196,2024217637,环境23-1班,51,65,39,68,D
王平,341122XXXXXXXX9786,2024217638,自动化23-2班,46,80,30,76,E
李秀荣,330503XXXXXXXX4511,2024217639,广告23-2班,77,58,20,51,A-
韦芳,540100XXXXXXXX9939,2024217640,新媒体23-2班,59,43,90,95,C
吴丹丹,520423XXXXXXXX1106,2024217641,经济23-2班,67,82,81,74,E
王璐,411300XXXXXXXX5861,2024217642,城市地下空间23-3班,93,94,50,85,D-
刘阳,451402XXXXXXXX1361,2024217643,新媒体23-1班,94,43,67,65,A
胡秀英,620302XXXXXXXX1692,2024217644,化工23-3班,49,36,59,79,C-
张鹏,542226XXXXXXXX5805,2024217645,环境23-3班,62,99,72,70,C-
王平,620104XXXXXXXX5706,2024217646,物流管理23-3班,74,29,61,48,D+
张柳,520627XXXXXXXX2826,2024217647,环境23-3班,70,43,73,49,D
韩琳,120000XXXXXXXX5727,2024217648,机械工程23-1班,87,25,31,77,A-
黄娟,510121XXXXXXXX3242,2024217649,食品23-1班,79,88,38,62,A-
梁玲,510682XXXXXXXX4136,2024217650,食品23-1班,57,63,56,73,D+
刘丽华,630222XXXXXXXX6150,2024217651,环境23-1班,49,92,34,95,D-
廖伟,450521XXXXXXXX8431,2024217652,化工23-3班,63,54,88,36,D+
孔建军,320612XXXXXXXX117X,2024217653,机械工程23-1班,70,43,57,63,A+
汪玉兰,510823XXXXXXXX3973,2024217654,计算机23-1班,85,98,94,90,A-
李建,440105XXXXXXXX2259,2024217655,新媒体23-3班,86,53,59,48,C+
袁波,440811XXXXXXXX0069,2024217656,自动化23-3班,62,84,93,67,B
王磊,370322XXXXXXXX5820,2024217657,化工23-1班,55,68,54,59,A
刘凤兰,361029XXXXXXXX1971,2024217658,自动化23-2班,51,74,55,47,B-
黄艳,341203XXXXXXXX015X,2024217659,经济23-3班,79,45,92,62,A
夏云,340506XXXXXXXX5869,2024217660,新能源23-2班,76,69,72,76,A
王玲,411122XXXXXXXX8706,2024217661,新能源23-2班,87,59,52,94,A
张琳,430500XXXXXXXX2401,2024217662,环境23-1班,95,40,64,46,B
马建军,421081XXXXXXXX4674,2024217663,土木工程23-2班,49,58,64,39,B-
陈博,350721XXXXXXXX2116,2024217664,电信科23-1班,72,85,18,59,B
李畅,510626XXXXXXXX2066,2024217665,新媒体23-1班,77,36,83,87,E
张凤兰,232721XXXXXXXX1741,2024217666,经济23-2班,61,95,83,74,A
安琳,530627XXXXXXXX6921,2024217667,电信科23-3班,95,30,17,100,B+
胡帅,360701XXXXXXXX1685,2024217668,英语23-2班,69,71,31,73,C
李淑兰,360722XXXXXXXX9381,2024217669,自动化23-1班,85,93,81,79,B+
范玉兰,130801XXXXXXXX8118,2024217670,法学23-3班,47,31,88,90,B+
洪丽华,110109XXXXXXXX0406,2024217671,自动化23-3班,71,68,45,42,C
包洁,532925XXXXXXXX5741,2024217672,广告23-2班,52,91,58,43,C
王秀荣,451221XXXXXXXX3079,2024217673,计算机23-3班,53,87,47,75,D
杜秀华,522626XXXXXXXX2384,2024217674,法学23-1班,78,52,68,86,C-
王俊,361027XXXXXXXX1065,2024217675,新媒体23-2班,92,73,76,84,B+
